content,sentiment
jen havent talked like days,worry
sharkshocky hi california cool budapesthungary cold cloudy today usually hot summer,neutral
feeling like want cry dont get empty feeling stomach throat starts hurt,worry
geometry damn boring waste time minutes left,hate
citygirllife im ready weekend see flash flood warnings around,sadness
friday treating well far,sadness
accounting class detention,sadness
daddy hospital dont like,worry
gabbychiquito aww ok well let know says hah lt,relief
thing fun itouch,neutral
sorting twitter issuesvery frustrated cant talk someone respond slowly issues capacity challenges,sadness
tylercrex power went well except im cal,worry
huneychild back frizz head,neutral
sfwa article language groups spaceports looks really cool cant open site link,worry
oh godmy favorite havaianas broke three years service missed molded perfectly feet,sadness
gaahhhh want comet stream back,neutral
fell sidewalk harvard square stupid cobblestones hand hurts,sadness
lucy upset tummy sore leg httpappsfacebookcomdogbookprofileview,worry
simonidol might say life sentences good enough chester stiles one rape year old child f,sadness
internet stopped working right middle quantum leap grr,neutral
mummy nathan today todd,worry
rinaswag think shell probably baby get unfortunately,neutral
miss quotmrquot,worry
chirocindy dont tease im desperate need adjustment,worry
brieasaurus haha yeah oh well im going go emo,neutral
perfect outside work,happiness
heatxcl wan na get ff tweet,love
dawl get day still aint hit love,sadness
misses good old days,worry
dusted amp vacuumed apartment think need another new vacuummy entire apartment smoky bought one kmart,sadness
bored mind,boredom
man work busy today people called sick old perverts keep rolling sadness abounds,sadness
ladyvee jet repair shoplol,neutral
kattekrab tango icons revision,sadness
fell wagon maccys,worry
chaosofthemind aww get mom comes back,relief
last day ko olina north shoreee,sadness
westerfield picked taco lunch got guitar,neutral
lauriedriscoll finish twilight wish wasnt,sadness
kazoocarriefan know cant go eitherits sad needs come back mi asap haha,relief
follow friday following people followers follow woot followfriday,sadness
vexdigital still love fact cant scratch winner,relief
oooh hangover,neutral
buried web changes going make lunch wont chance later much,neutral
dang left rolandos dinner leftovers home knew put shop fridge last night left downtown,worry
promotingyou ff tweet,worry
alone watch lot dvd laptop,worry
long day office tiring week,sadness
lbaje got talent u nvr hear sing dance call mini breezy,worry
megpriley sorry never got back going vegas weekend asked forever ago fun good luck,fun
bhufford ive got fairly flat route available problem longer fully functional bike ride,worry
damn paid like first slightly stoopid show charge pop makes sad,sadness
mrkris really dang missed sigh,sadness
work always,neutral
jus gt bak nw msn stil got tan wel x,relief
fluffy steak burrito bowl right wish wasnt lazy go downtown,surprise
still reply lorenb simfinger problem irape parody video get response sorry guys,worry
got three grades far math gt b acctb gt bio gt good times sad math grade though,neutral
needs somewhere goits still lush want back,sadness
thus far metaverse u used second life virtual worlds rather gamier terra nova usage im tn camp metaverseu,worry
vmlemon dont like kde since ver like vista fail,boredom
lostinastory glad im one hes baby im terrified hell think never coming back,worry
qcmartinez sucks nobody wants stay lounge something free,empty
omg hollyoaks well dramatic,happiness
going miss springwatch tonight going make garden,sadness
dmann links aicn broken get slapped,neutral
hated jobs clipping coupons amp going thru house top bottom amp making grocery list took forever amp major shopping trip,hate
mayne getting hot georgia,neutral
eraticschematic im pretty bored,sadness
tummy hurts,worry
received phone call new patientsi guess means work tomorrow,sadness
trying win neverwear contest print day saucers came signed neilhimself brain tapped ideas,enthusiasm
tried audioboo recording distorted due high volume obs,sadness
tommcfly respond ddlovato fan,empty
thinking days thing gets work ahhh dont want go,worry
would really like work instead taking nap,neutral
misschellebeans work til,neutral
annran thats bad,neutral
davechinnici still im sick sick,worry
mrquochung chang thay anh online gi ca,relief
already know im gon na miss josh next week mom needs surgery work sucks good day oh tum tum hurts,worry
chicodebarge guess youre responding dc thats case,relief
wyatthaplo haz beer oh wait im work,sadness
miss cauzinhoooo already,neutral
hate weather wan na bake,hate
seriously need live somewhere fabulously queer miss around gay people,worry
shaaqt primaveron mast ladki patata hai chal jiske sath bhi jaye khush rehnawill miss u love twpp,sadness
tummy hurts,neutral
updating old ipodsadi miss orange nano,sadness
went doctor hav virus,worry
got phone black swamp bird observatory reports connecticut warbler metzger magee today,worry
lululemon thanks sadly streamline top ii sold streamline trunk ii available size gets halfway,sadness
dleroux still lights still think mine,neutral
freckleface trying cant place itsorry,neutral
youulovemee good gorjuz yea kno asked yesterday tha hospital talked u said,happiness
lost dc hat,sadness
got im another coworker got laid lots people becoming unemployed,worry
lazy day staying foot much possible,neutral
truevisiondubbz omg wasnt funny look face pic omg made sad bad job mike wtf poor k b e,worry
told shes allowed sun tomorow either wear sun cream,neutral
dad trying force learn drive dont like things im good public,worry
ever told absolutly hate writing emails status pdates fine emails muchfinalityto,sadness
im way hungry even think cant go work empty stomach like,worry
beforeyoufall wish could offer hug right bad,worry
djmagic aww im sorry rushing around lunch break didnt even think,worry
bdeugenio yeah start reaching earlymids,relief
im sitting around wanting something ideas,neutral
lost count sorry let u,worry
everraven wow really didnt know serious well sucks texas must chock full asbestos,surprise
work around house boo,neutral
says space time need httpplurkcompxdvj,neutral
ever happened w creating music collaboration fun without quotwhat getting itquot question mind please,worry
dads posting got postponed one hour meant leave either going afganistan nowhere im sorta happy hes gutted,happiness
brycecurtis really ur getting rid thats sad,surprise
jaicenia lmao get alot haha,fun
saniyyah quotmy housequoti like club wnt whn la u know im going thats tuesdayi cant,sadness
npollard unless absolutely gorgeous id rather men stayed covered seen sights today put food ukpubs,worry
im pissed someone took wallet,sadness
cruirco still dont know would though,worry
elisaxx httptwitpiccomy niceee hey never get stickersss,neutral
melii thats true still sucks though cause quotlolol originalohshitquot yeah thanks,sadness
hey dont feel goodcuz got car accedent yesterday,surprise
wish could go e oh well,empty
really miss sebastian,sadness
fell wagon maccys fell wagon maccys,worry
ophelia oh hamletgasm hate work hours todayhow utterly crap miss everything managed forum min break,hate
another lake park kid going tulane im unique anymore,worry
throat infection coming strong think taste blood,worry
working allllllllll weekendhow thrillingand say bye goshy sunday cause leaving poland months,worry
redassyellabone time u like reservesi lost one,neutral
left quotupquot due outoffocus projection hopefully complaints theater management get fixed everyone else still,hate
laptop dead lucky got fone lol,relief
mileycyrus dont think vote anymore tried,neutral
oh always forget take medication im supposed take minutes breakfast taking,worry
aaronwarner know im rogers im pretty sure dont agreement twitter,neutral
hell youtube working nno,worry
jenna im new york,surprise
sianhughes oh god watched claire escape really quite sad,sadness
im going withdrawls missing someone,neutral
andrews flight back co landing soon,relief
found wont tweeting phone scotland different networks going upload photos twitpic sorry,worry
xomorganjane aw sad looking forward seeing,sadness
uh totally forgot gentoo reinstallation dont know backup makeconf home boot nothing else,worry
back taking jarid airport looking forward meeting new nephew days,enthusiasm
eh shut freeway omw job interview guess im gon na late,worry
